	,
瓵	台瓦
瓺	四瓦
瓻	希瓦
瓽	尚瓦
瓾	委瓦
甀	垂瓦
甁	瓶
甂	扁瓦
甃	秋瓦
甆	磁
甈	臬瓦
甉	兼瓦
甎	磚瓦
甏	彭瓦
甐	粦瓦
甑	曾瓦
鬵	鼎
甓	辟瓦
甔	詹瓦
甖	罌
甙	甘
甛	甜
甝	虎
甞	嘗
甠	生
甡	生
産	產
甤	蕤
甦	蘇
甪	角
甬	埇
甭	勿
甮	勿
甯	寧
甶	田
甹	由
甼	丁
甽	田
甿	氓
畀	俾
畁	由
畂	久
畃	申
畄	留
畆	畝
畈	反
畉	夫
畊	簡
畍	界
畎	田
畒	畝
畕	田
畖	田
畘	冉
畞	畝
畡	亥
畣	富
畤	寺
畧	略
畨	米
畬	輋
畭	輋
畮	畝
畱	留
畲	輋
畳	疊
畵	畫
畹	宛
畺	疆
畽	疃
畾	雷
疀	倢
疁	翏
疄	粦
疅	僵
疉	疊
疍	蛋
疎	疏
疓	疒乃
疔	疒丁
疘	疒工
疛	疒寸
疜	疒下
疢	疒火
疧	疒氏
疨	疒牙
疪	痺
瘱	靜
瘛	疒抽
癤	疒節
疰	疒主
疳	疒甘
疶	疒世
疷	疒氐
疺	疒乏
疻	疒只
疿	疒弗
痁	疒占
痃	疒玄
痄	疒乍
痆	疒尼
痋	疒蟲
痎	瘧
痏	瘡
瘳	疒翏
痐	虫回
蛔	虫回
蠊	虫廉
蚴	虫幼
痑	疒多
痓	痙
㽽	疒固
痼	疒固
痗	疒憂
痚	哮
痜	疒禿
痟	疒消
痥	傷
痦	痣
痩	瘦
痬	瘍
痭	疒崩
痮	漲
痯	疒官
痲	麻
痳	麻
痵	疒季
痶	疒典
瘰	疒累
痷	疒奄
痸	疒制
痘	疒豆
痹	痺
痻	疒昏
痽	疒離
瘂	啞
瘃	疒涿
瘄	疒昔
瘇	疒重
疥	疒介
瘈	疒契
瘉	癒
瘊	疣
瘎	疒甚
瘏	疒者
瘔	疒苦
瘚	疒厥
瘝	鰥
瘞	埋
瘣	疒鬼
瘨	疒顛
癎	疒間
癲	疒顛
瘭	疒票
瘮	疒參
瘯	疒族
瘲	疒從
瘶	嗽
瘷	疒敕
瘺	婁
痀	駝背
佝	駝背
傴	駝背
瘻	駝背
僂	駝背
瘽	疒菫
癀	疒黃
癁	疒復
癄	疒焦
癅	瘤
癈	疒廢
癉	疒單
癊	疒陰
癍	疒斑
癏	疒環
癓	疒微
癔	疒意
癕	臃
癗	疒雷
癙	疒鼠
癚	疒詹
癛	凛
癝	凛
瘌	疒剌
癜	疒殿
癡	痴
癧	疒歷
癨	疒霍
癪	疒積
癯	臞
癰	臃
癳	疒纍
癹	股
発	發
癿	尤
皁	皂
皃	貌
皅	巴
皈	歸
皉	此
皊	令
皋	嚎
皌	末
皍	即
皐	嚎
皒	我
皔	旱
皗	周
皘	青
皜	高
皝	皓
皞	嚎
皠	崔
皡	嚎
皢	曉
皥	嚎
皩	皇
皫	鏢
皬	霍
皭	爵
皯	皮
皳	求
皵	昔
皶	查
皷	鼓
皼	鼓
皽	亶
盀	皿
盁	乃
盃	杯
盄	吊
盇	蓋
盉	禾
盋	拔
盌	碗
盍	蓋
盓	污
盕	泛
盙	簠
盚	求
盝	剝
盠	喙
盩	盭
盪	蕩
盰	目干
盱	目於
盳	目亡
盵	目乞
盶	目元
盺	目斤
盻	目兮
盽	目丰
䀱	目丰
盿	目文
眂	目弓
眃	目云
眅	反
眆	目
眈	耽
眊	目
眎	視
眏	目央
眐	目正
眑	目幼
眒	目申
眖	目兄
眗	目句
眘	慎
眙	瞪
眚	目
眜	昧
眞	真
眡	目氐
眣	目失
眤	目尼
眧	目瞧
眪	目丙
眫	目半
眭	目圭
恚	圭心
眮	目同
眯	咪
眰	目至
眱	目夷
眲	目耳
眳	目名
眴	目旬
眵	目多
眻	目羊
眽	脈
眿	目永
睃	目俊
睄	瞧
睅	旱
睆	目完
睈	目呈
睉	目坐
睊	目絹
睋	目我
睍	目見
睒	目炎
睓	目典
睕	目宛
睖	目凌
睗	目易
睘	環
睙	淚
睚	目涯
崖	涯
睠	眷
睤	睥
睧	目昏
睩	目碌
睪	睾
睭	目周
睮	喻
睰	目若
睱	暇
睲	星
睳	目奎
睶	目春
睷	建目
睸	目眉
睺	侯
睻	目宣
睼	目是
瞀	婺
瞂	盾
瞃	目盾
瞈	目翁
瞊	唐
瞍	𥈟
瞏	目袁
瞓	訓
瞕	目章
瞘	目區
瞙	目莫
瞚	目寅
瞠	瞪
瞢	懵
瞦	目喜
瞨	樸
瞫	目覃
瞯	瞷
瞲	驚
瞵	目粦
瞸	目葉
瞹	曖
瞾	照
矀	微
矁	瞧
瞅	瞧
矄	燻
矅	目翟
矆	獲
矈	矏
矋	矖
矌	曠
矐	霍
矒	懵
矓	朧
矔	獾
矙	瞰
矝	令
矟	肖
矠	昔
矡	矍
矤	射
矦	侯
矧	訠
矨	夭
矪	舟
矰	蹭
矱	獲
礬	石凡
矾	石凡
矴	石丁
矵	石刂
矷	石子
矹	石兀
矼	石工
砂	沙
砃	石丹
砅	石水
砆	石夫
砇	玫
砈	石厄
砊	石亢
砋	石止
砎	石介
砏	石分
砐	石及
砑	石牙
砓	石沒
砕	碎
砘	石屯
砙	石瓦
砞	石末
砟	石乍
砠	石且
砢	石可
砣	石陀
砤	石陀
𥓿	石陀
砦	寨
砩	石弗
砪	石母
砫	石主
砬	石立
砮	奴石
砱	石令
砲	炮
砳	石石
砶	石白
砹	石艾
砼	石全
硄	石光
硆	石合
硇	石匈
囟	頭蓋
顖	頭蓋
硈	石吉
硊	石危
硋	石亥
硌	石各
硍	石艮
硎	石研
硐	石同
硔	石共
硜	石頸
踁	脛
硞	石告
硟	石延
硠	石良
硡	石宏
硢	石余
硣	石孝
硦	石弄
硧	埇
硨	石車
硩	折石
硪	石我
硭	石芒
𥐞	石芒
硰	沙石
硱	石困
硲	石谷
硶	石岑
硸	石岸
硹	石松
硺	涿
硽	石奄
硾	石垂
硿	石空
碁	棋
碂	石宗
碃	石青
碄	石林
碆	波石
碈	石昏
碏	石昔
碐	石凌
碒	石金
碔	石武
碕	崎
碞	岩
碠	石亭
碡	石毒
碤	石英
碥	石扁
碦	石客
碨	石畏
碪	砧
碫	石段
碬	假
碭	陽
碮	石是
碲	石帝
碸	石風
碹	石宣
碻	石高
碿	石屑
磀	石逆
磂	石留
磃	石虒
磄	石唐
磆	滑
磇	砒
磈	石鬼
磉	石桑
磌	石真
磍	石害
磎	石奚
磏	石兼
磑	石豈
磓	石追
磖	石習
磜	石祭
磝	石敖
磞	石崩
磟	石翏
磠	石滷
鹵	滷
磢	石爽
磤	石殷
磥	磊
磦	石票
磧	石責
磩	石戚
磪	石崔
磬	聲
磭	石唇
脣	唇
磰	石善
磲	石渠
磳	石曾
磶	石寫
磸	石奠
磹	石覃
磼	石集
磽	石堯
礃	石掌
礄	石喬
礅	石敦
礆	鹼
礇	石奧
礈	石遂
礌	石雷
礍	石葛
礓	僵
礔	辟
礕	辟
礝	石需
礞	石蒙
礟	炮
礠	石慈
礣	石蔑
礤	石蔡
礧	儡
礨	儡
礭	石霍
礮	炮
礱	𤮨
礳	石磨
礵	石霜
礶	罐
礹	岩
祄	礻介
祅	礻夭
祇	只
祊	礻方
祋	礻股
祌	礻中
祏	礻石
祐	佑
祑	礻失
祒	礻召
祓	拔
祔	礻付
祕	秘
祗	只
祘	算
祙	礻未
祡	礻此
祤	礻羽
祧	礻兆
祩	礻朱
祪	礻危
祫	礻合
祬	礻至
祍	礻壬
祮	礻吉
祰	礻告
祱	礻兌
祳	礻辰
祴	礻戒
祵	礻困
禬	礻會
祶	礻弟
祻	礻固
祽	礻卒
祾	礻凌
禂	禱
禃	礻直
禆	礻卑
禉	礻酋
禊	礻契
禐	礻爰
禑	礻禺
禒	礻喙
禖	礻某
禗	礻思
禘	礻帝
禞	礻高
禟	礻唐
禥	祺
禡	礻馬
禫	礻覃
禭	礻遂
礿	礻龠
禴	礻龠
禸	雲
秂	人
秄	籽
秇	藝
秊	年
秌	秋
秎	分
秏	耗
秐	耘
秓	禾
秔	粳
秕	米
秖	禾
秗	夭
秙	古
秚	半
秛	禾
秜	尼
秞	由
秠	丕
秡	拔
秢	令
秥	占
秨	乍
秪	氐
秫	朮
秬	巨
秮	𥞸
秱	同
秲	寺
秳	𥞸
秴	合
秵	因
秶	次
秷	至
秸	皆
秹	任
秺	宅
秼	朱
秿	甫
稂	良
稃	孚
稄	俊
稇	困
稉	粳
稊	弟
稌	余
稒	固
稓	昔
稕	享
稖	剖
稘	期
稛	困
稝	朋
稞	果
稢	或
稤	京
稥	香
稧	契
稨	扁
稩	胃
稫	富
稬	糯
稭	皆
稯	粽
稰	胥
稲	稻
稴	兼
稶	彧
稸	畜
稺	稚
稾	稿
穁	茸
穂	穗
穄	黍
穅	糠
穉	稚
穊	既
穋	翏
穌	蘇
穏	穩
穐	秋
穓	異
穔	黃
穕	集
穙	樸
穛	焦
穜	童
穟	遂
穡	禾
穣	襄
穤	糯
穪	稱
穭	魯
穮	鏢
穰	襄
穱	爵
穵	穴
穸	穴
穻	於
穼	穴
穽	阱
穾	夭
窀	屯
窂	穴
窅	穴
窆	乏
窇	包
窉	丙
窊	穴
窋	出
窌	窖
窏	污
窐	圭
窓	窗
窔	交
窙	孝
窚	成
窞	焰
窟	忽
窢	或
窨	音
窫	契
窬	俞
窰	窯
窱	條
窲	料
窴	填
窵	鳥
窶	婁
窷	聊
窼	巢
窾	款
竁	喬
竆	窮
竈	灶
竌	立
竎	立
竐	立
竒	奇
竗	少
竘	句
竚	佇
竛	令
竜	龍
竝	並
竢	矣
竤	宏
竦	束
竨	卓
竩	宜
竪	豎
竬	禹
竮	屏
竰	厘
竲	曾
竳	登
竴	尊
竵	歪
竸	競
竻	勒
竼	凡
竾	篪
笀	亡
笁	竹工
笅	竹
簦	竹登
笇	竹卞
笉	竹勻
笍	竹內
笎	竹元
笐	竹亢
笒	岑
笓	琵
笖	竹以
笗	竹冬
笘	竹占
笚	竹甲
笜	竹出
笟	竹瓜
笡	竹且
笢	竹民
笣	竹包
笤	竹召
笩	竹代
笪	撻
笮	責
笯	竹奴
笰	竹弗
笱	竹句
笲	竹弁
笴	可
笶	矢
笷	卯
笻	筇
笿	各
筀	圭
筁	曲
筂	池
筃	因
筄	兆
筅	先
筈	舌
筊	交
筎	如
筐	匡
筓	妍
筕	行
筗	仲
筘	扣
筙	來
筞	策
筟	孚
筡	余
筢	把
筣	利
筤	良
筥	呂
筦	管
筨	笒
筩	筒
筪	匣
筬	成
筭	算
筯	箸
箸	著
𤏲	著
𤏸	著
着	著
筰	作
筶	告
筸	旱
筻	更
箁	剖
箃	取
箄	卑
箅	俾
箇	個
箈	治
箉	拐
箊	於
箌	到
箎	篪
箑	倢
箖	籃
箙	服
箚	札
箛	箍
箜	空
箝	鉗
箞	卷
箟	昆
箠	搥
箣	刺
箤	籠
箥	波
箬	弱
箯	便
箰	筍
箲	洗
箵	省
箶	胡
箷	施
箺	春
箻	律
箼	屋
箽	竹重
箾	簫
篂	星
篃	眉
篈	封
篊	洪
篌	侯
篍	秋
篔	員
篕	蓋
篖	唐
篗	隻
篘	芻
篚	匪
篛	弱
篜	蒸
篠	筱
篢	槓
篣	旁
篥	栗
篧	確
篨	除
篭	籠
篰	簿
篲	彗
篴	笛
篶	焉
篹	撰
篻	票
篼	兜
篽	雨
簀	責
簁	篩
簃	移
簄	扈
簅	產
簆	寇
簉	造
簊	基
簎	措
簏	鹿
簑	草
簒	篡
簔	草
簕	勒
簘	簫
簙	博
簛	篩
簝	僚
簨	竹巽
簬	路
簲	脾
簳	幹
簶	祿
簹	當
簺	塞
簼	構
籀	籒
籂	篩
籅	與
籆	獲
籇	豪
籈	甄
籊	翟
籐	藤
籑	饌
籓	潘
籔	藪
籕	榴
籖	籤
籗	霍
籘	藤
籜	擇
籞	禦
籥	龠
籦	鐘
籧	據
籩	邊
籪	斷
籬	離
籯	贏
籰	矍
籵	米
籶	籸
籹	米
籺	乞
籿	米
粁	千
粃	米
粅	勿
粆	少
粇	粳
粈	丑
粊	米
綷	粹
粋	粹
粍	米
粎	米
粓	米
粔	巨
粖	末
粘	黏
粙	由
粛	肅
粞	西
粠	共
粡	同
粧	妝
粫	糯
粰	孚
粴	里
粸	其
粺	卑
糂	甚
糄	扁
糆	面
糈	胥
糉	粽
糋	前
糎	厘
糏	屑
糑	弱
糓	穀
糔	蚤
糛	堂
糝	撒
糡	強
糤	饊
糥	需
糦	喜
糨	強
糪	辟
糫	環
糭	粽
糱	櫱
糲	厲
糴	入米翟
糵	薛
蘖	薛
糶	條
糺	糾
糿	絕
紖	糹引
紝	糹壬
紟	襟
紥	扎
紬	綢
紮	扎
紱	糹拔
紲	糹世
緤	糹世
紼	糹弗
絃	弦
絋	糹宏
紘	糹宏
経	經
絏	緤
絖	糹廣
絚	糹恆
緪	糹恆
絜	潔
絝	衤夸
袴	衤夸
絣	糹拼
絥	糹伏
繐	糹惠
繱	糹葱
纞	糹戀
緫	糹怱
綕	糹志
繶	糹意
緧	糹酋
繬	糹嗇
緢	糹苗
綇	糹酉
絤	糹西
緉	糹兩
緟	糹重
繨	糹達
絪	糹因
絰	糹至
絵	繪
絶	絕
綂	統
綃	糹肖
綆	糹更
綉	繡
綌	糹谷
綔	糹夸
綞	糹垂
綤	糹邵
綫	線
綯	繩
綳	繃
総	總
緐	繁
緑	綠
緓	糹英
緔	糹尚
綹	糹咎
緖	緒
緙	革
緜	綿
緡	糹眠
緥	褓
緦	糹思
緱	糹侯
緳	潔
緶	糹便
縁	緣
縂	總
縏	糹般
縐	糹皺
縑	嫌
縕	蘊
縗	糹衰
縦	縱
縧	絛
縲	繩
縵	糹曼
縶	糹執
縔	糹桑
綝	糹林
繅	糹操
繰	糹操
繊	砌
繋	繫
繍	繡
繖	傘
繙	糹番
繛	糹卓
綽	糹卓
繢	繪
繮	韁
繲	糹解
繴	糹辟
繿	襤
纈	結
纉	糹贊
纘	糹贊
纊	糹廣
纍	累
纎	砌
纒	纏
纔	才
纛	翿
纟	糹
糸	糹
绦	絛
縚	絛
缷	卸
缹	罄
缻	罐
缾	瓶
缿	後
罁	缸
罃	罌
罇	樽
罋	簌
罎	罈
壜	壇
罓	刈
罘	孚
罙	目木
罛	目瓜
罜	目主
罞	目矛
罠	目民
罤	目弟
罥	羂
罦	目孚
罧	目林
罨	 up
罫	目卦
罭	目或
罯	 up
罱	目南
罳	目思
罶	羀
罸	罰
罺	目巢
罻	目尉
罿	目童
羃	目幕
羆	熊
羇	羈
羍	羊
羏	羊
羒	分
羓	巴
羕	永
羖	𦍩
羗	羌
羘	⺼羊
羙	美
羛	義
羝	抵
觝	抵
牴	抵
羠	夷
羢	戎
羣	群
羦	完
羧	俊
羫	空
羬	咸
羭	俞
羮	羹
羰	炭
羳	番
羺	需
羾	羽
翂	分
翄	翅
翆	翠
翇	拔
翈	甲
翉	本
翋	羽
翍	羽
翐	失
翑	句
翓	吉
翖	合
翗	多
翛	攸
翝	宏
翞	京
翢	周
翣	妾
翤	冊
翦	剪
翧	宣
翨	是
翭	侯
翯	高
翱	翺
翲	票
翳	悶
翷	粦
翽	歲
翾	環
耂	老
耇	考
耈	考
耉	考
耊	老
耎	而
耏	耐
耑	端
耓	耒丁
耔	籽
耚	耒皮
耝	耒且
耞	耒加
耟	耒巨
耠	耒合
耡	鋤
耥	耒尚
耨	耒辱
鎒	耒辱
耪	耒旁
耫	耒責
耬	耒婁
耮	耒勞
耯	獲
耰	耒憂
耱	耒磨
耲	耒壞
耴	耳垂
𠂹	垂
耵	耳丁
耺	耳云
耼	耳冉
聀	職
聃	耳冉
聅	耳矢
聇	耳征
聈	耳幼
聉	耳出
聎	耳兆
聏	耳而
聐	耳吉
聑	耳耳
聕	耳告
聙	耳青
聛	耳卑
聜	耳空
聝	耳或
聟	婿
聡	聰
聤	耳亭
聥	耳禹
聦	聰
聧	耳癸
聫	聯
聬	耳翁
聭	耳鬼
聮	聯
聴	聽
聸	耳垂
聹	耳垢
聻	漸耳
聼	聽
肁	戶聿
肂	歹聿
肈	肇
肊	⺼乙
肍	⺼九
肎	肯
肐	胳
肑	⺼勺
肒	⺼丸
肔	⺼也
肕	韌
肗	⺼女
肙	絹
肜	彭
肣	⺼今
肦	⺼分
肧	胚
肨	⺼丰
肫	⺼屯
肬	⺼尤
肰	⺼犬
肳	吻
肵	⺼斤
肶	⺼比
肷	缺
肹	⺼兮
肻	肯
胂	⺼申
胅	⺼失
胇	⺼弗
胈	拔
胉	⺼白
胉	⺼白
胊	⺼句
朐	⺼句
鴝	句鳥
鸜	句鳥
胋	⺼占
胍	⺼瓜
胐	⺼出
胑	肢
胒	⺼尼
胓	𦚓
胔	此月
胕	⺼付
胘	⺼玄
胙	⺼乍
胟	⺼母
胠	⺼去
胢	⺼可
胦	⺼央
胩	⺼卡
胬	奴月
胮	丰
胲	⺼亥
胵	⺼至
胷	胸
胹	⺼而
胻	⺼行
脀	丞月
脁	⺼兆
脃	脆
脄	⺼灰
脇	脅
脒	⺼米
脕	⺼免
脙	⺼求
脝	⺼亨
脞	⺼坐
脠	⺼延
脡	庭
脢	梅
脦	⺼忒
脧	俊
脨	⺼束
脪	⺼希
脬	胞
脭	⺼呈
脮	⺼妥
脲	⺼尿
脴	⺼否
脵	股
脹	漲
脺	⺼卒
脼	朗
脽	離
脿	⺼表
腂	⺼果
腃	⺼卷
腄	⺼垂
腅	⺼炎
腇	⺼委
腉	⺼兒
腍	淋
腒	⺼居
腖	⺼東
腙	⺼宗
腚	⺼定
腛	脂
膕	⺼國
𠕎	肉
𠕜	肉
腜	⺼某
腞	⺼喙
腟	⺼室
腡	喎
腢	⺼禺
腣	⺼帝
腤	⺼音
腧	⺼俞
腨	⺼端
腬	膩
腯	⺼盾
腲	⺼畏
腵	假
腶	⺼段
腷	⺼富
膁	⺼兼
膂	旅月
膄	瘦
膅	⺼唐
膆	嗉
膋	僚
膌	⺼脊
膎	⺼奚
膐	⺼旅
膓	腸
膔	⺼鹿
膖	⺼逢
膗	⺼崔
膘	鏢
膙	⺼強
膟	⺼率
膡	⺼眷
膣	⺼窒
膧	⺼童
膫	僚
膬	喬
膯	⺼登
膰	⺼番
膲	⺼焦
膵	⺼萃
膸	髓
臁	⺼廉
臄	據
臅	⺼蜀
臇	纂
臈	臘
臋	臀
臌	⺼鼓
臎	⺼翠
臏	膝蓋
髕	膝蓋
篐	箍
臐	⺼燻
臒	獲
臓	臟
臕	鏢
臖	興月
臙	胭
臚	顱
臛	⺼霍
臢	贊
臤	臣
臫	尤
臯	嚎
臰	臭
臲	臬
臵	各
臶	存
臸	至
臹	成
臺	台
臽	臼
臿	干臼
舁	輿
舃	履
舄	履
舎	捨
舑	冉
舓	舐
舕	炎
舖	鋪
舗	鋪
舘	館
舚	詹
舠	舟刀
舡	船
舥	舟巴
舦	舟帶
艜	舟帶
舧	舟凡
舩	船
舭	舟比
舯	舟中
舲	舟令
舳	舟由
舶	舟白
舼	舟共
舾	舟西
艀	舟孚
艁	舟告
艃	舟里
艄	舟肖
艅	舟余
艆	舟良
艊	舟帛
艌	舟念
艍	舟居
艎	舟皇
艑	舟扁
艒	舟冒
艕	舟旁
艖	舟差
艗	舟益
艚	舟曹
艟	舟童
艣	舟擄
艤	舟義
艧	舟獲
艨	舟蒙
艪	舟魯
艫	舟盧
艬	饞
艴	弗色
艶	豔
艷	豔
艻	艹力
艼	艹丁
艽	几
艿	艹乃
芀	艹刀
芁	艹几
芄	艹丸
芅	艹弋
芆	艹叉
芇	艹巾
芉	艹干
艸	艹
藔	艹寮
芊	艹千
蔦	艹鳥
蒶	艹紛
芏	草
芐	艹下
芑	艹己
芔	卉
芕	草
芖	艹大
芘	蔽
芚	艹屯
芟	刈
芠	艹文
芢	艹仁
芤	艹孔
芧	艹予
芨	艹及
芶	句
芼	艹毛
芿	艹仍
苀	艹亢
苂	艹火
苃	艹友
苄	艹卞
苅	艹刈
苉	艹匹
苊	艹厄
苐	吊
苚	艹用
苝	艹北
苠	艹民
苢	艹以
苡	艹以
苤	瞥
苨	艹尼
苩	艹白
苪	艹丙
苬	艹囚
苭	艹幼
苮	鮮
芣	艹不
苰	艹弘
苲	艹乍
苳	艹冬
蒪	艹蘘
蘘	艹襄
苴	艹沮
菹	艹沮
苵	艹失
苸	艹乎
苺	莓
苼	艹生
苽	菇
苾	艹必
苿	味
茆	茅
茇	拔
茈	柴
茊	艹丘
茋	艹氐
茓	艹穴
茖	艹各
茘	荔
茙	艹戎
茚	艹印
茛	艹艮
茝	艹臣
茞	艹臣
茟	艹聿
茠	薅
萿	艹活
芓	艹子
茡	艹字
茢	艹列
茤	艹多
茥	艹圭
茦	棘
茩	艹後
茪	艹光
茭	椒
茮	叔
茳	艹江
茷	艹伐
茺	艹充
茻	草
茽	艹仲
荂	花
荄	艹亥
荇	杏
荈	艹舛
荋	艹而
荌	艹安
蕗	艹路
荍	蕎
荎	艹至
荕	艹肋
荖	艹老
荗	艹戍
荘	莊
荰	艹杜
荱	艹尾
荲	艹里
荴	艹扶
荵	艹忍
荶	艹吟
荹	艹步
荺	艹均
荾	俊
荿	艹成
莀	農
莁	艹巫
莂	艹別
莃	艹希
莄	艹更
莆	蒲
苫	艹占
荅	艹合
莇	艹助
莈	艹沒
莋	艹作
莌	艹兌
莍	艹求
莏	艹抄
莐	沉
莔	艹囧
莕	艹杏
莙	艹君
莚	艹延
莛	庭
莜	條
莝	艹坐
莟	艹今
莡	草
莣	艹忘
莤	草
莦	艹肖
莩	艹孚
莬	艹免
莭	節
莮	艹男
莯	艹沐
莰	艹坎
莾	艹奔
莿	艹刺
菀	苑
菂	艹的
菃	渠
菆	艹取
菈	艹拉
菉	剝
菋	艹味
菍	艹念
菎	艹昆
菑	災
菒	艹明
杲	明
菓	果
菔	蔔
菗	艹抽
菝	蔽
菢	艹抱
菤	艹卷
菥	艹析
菦	艹近
菧	艹底
菨	艹妾
菪	艹宕
菬	艹沼
菭	艹治
菮	艹庚
菰	菇
菳	艹金
菴	庵
菵	艹罔
菶	艹奉
菸	煙
菺	艹肩
菻	麻
菼	艹炎
菿	艹到
萀	艹虎
萂	艹和
萅	春
萆	蔽
萉	艹肥
萋	艹妻
萏	焰
萐	倢
萓	艹宜
藁	稿
稾	稿
萔	艹招
萕	薺
萖	艹兒
萗	艹宗
昇	升
萜	艹帖
萩	艹秋
萪	艹科
萮	艹俞
萰	艹柬
萲	萱
萳	艹南
萴	則
萶	艹春
萷	艹削
萺	艹冒
萻	艹音
萼	蕚
萿	艹活
葀	艹括
葁	薑
葂	艹勉
葃	艹昨
葅	艹俎
葇	艹柔
葊	艹弇
葌	奸
葍	富
葎	艹律
葏	艹津
葐	艹盆
葓	艹洪
葔	艹侯
葕	艹衍
葖	艹突
葙	艹相
葚	砧
葞	艹弭
葟	艹皇
葠	艹侵
葢	蓋
葤	紂
葥	艹前
葧	艹勃
葨	艹畏
葮	艹段
葯	藥
葰	艹俊
葲	艹泉
葴	艹咸
葸	艹思
葹	艹施
葽	艹要
葾	艹怨
葿	艹眉
蒁	艹述
蒃	喙
蒄	艹冠
蒈	艹皆
蒍	艹為
蔿	艹為
蒎	艹派
蒑	艹殷
蒓	蓴
蒕	溫
蒖	艹真
蒚	粥
蒛	艹缺
蒠	艹息
蒢	艹除
蒣	艹徐
蒤	塗
蒥	艹留
蒩	艹租
蒫	艹差
蒬	艹冤
蒭	艹芻
蒮	確
蒰	艹般
蒱	艹捕
蒴	艹朔
蒵	艹奚
蒾	艹迷
蓃	搜
蓅	艹流
蓆	席
蓇	艹骨
蓈	艹郎
蓍	艹耆
蓎	艹唐
縟	褥
蓐	褥
蓑	草
蓔	艹羔
蓕	艹桂
蓗	艹徒
蓚	艹修
薓	艹浸
蓡	艹浸
蓢	艹朗
蓧	艹條
蓪	艹通
蓫	艹逐
蓭	艹庵
蓰	艹徙
蓳	菫
蓵	艹捷
蓶	艹唯
蓷	艹推
蓸	艹曹
蓹	雨
蓺	藝
蔀	艹部
蔁	艹章
蔃	鏹
蔆	艹淩
蔇	艹既
蔈	艹票
蔊	艹焊
蔋	艹淑
蔌	嫩
蔍	艹鹿
蔏	艹商
蔐	適
蔒	艹燻
焄	燻
蔙	艹旋
蔛	艹斛
蔜	艹敖
蔝	咪
蔞	褸
蔟	艹族
蔠	艹終
蔢	艹婆
蔤	艹密
蔥	葱
蔧	艹彗
蔨	艹圈
蔩	艹寅
蔰	艹扈
蔲	艹寇
蔳	艹清
蔴	麻
蔵	藏
蔸	艹兜
蕀	艹棘
蕂	艹勝
蕋	蕊
蕌	儡
蕍	艹渝
蕐	華
蕒	買
蕔	艹報
蕜	艹悲
蕠	艹絮
蕣	艹舜
蕥	艹雅
蕫	艹童
蕮	寫
蕵	艹餐
蕶	艹零
蕹	通
蕼	四
薉	艹歲
薌	鄉
薒	艹粲
薕	艹廉
薗	園
薘	達
薝	艹詹
薟	斂
薡	艹鼎
薣	艹鼓
薥	艹蜀
薫	薰
薬	藥
薶	艹貍
狸	貍
薸	艹漂
薹	苔
薼	艹塵
薽	艹甄
薿	艹疑
藂	叢
藄	艹綦
藇	艹與
𨣦	酉與
藈	艹睽
藋	艹翟
藌	艹蜜
藎	盡
藙	艹毅
藞	艹磊
藟	藤
蘽	藤
藡	艹適
藢	艹徵
藦	蘑
藨	鏢
藫	氵蕈
藭	艹窮
藮	艹樵
藯	艹慰
藶	歷
藷	薯
藼	艹憲
藽	艹親
蘀	艹擇
蘁	艹噩
蘂	蕊
蘌	艹禦
蘏	艹穎
蘔	艹穎
蘓	蘇
蘙	悶
蘜	艹鞠
蘞	斂
蘤	花
蘥	和
蘦	靈
蘧	據
蘩	艹繁
蘪	艹麋
蘯	蕩
蘲	艹壘
蘶	巍
蘹	艹懷
蘺	離
蘾	艹壞
虂	艹露
虆	艹纍
虋	艹釁
虌	鱉
虓	諕
虖	呼
虗	虛
虍	虎
虘	虎且
虙	虎必
虝	虎
虠	虎
虢	虎
虣	暴
虤	虎
虨	虎紋
虪	虎
虭	虫刀
虰	虫丁
虳	虫勺
虵	蛇
虶	虫於
虷	虫干
虸	虫子
虺	奎
虻	虫亡
虼	虫乞
蚄	虫方
蚅	虫厄
蚆	虫巴
蚇	虫尺
蚉	文蟲
蚋	芮
蚍	虫比
蚎	虫日
蚏	虫月
蚐	虫勻
蚑	虫支
蚒	虫丹
蚔	虫氏
蚖	螈
蚘	有
蚙	虫今
蚚	虫斤
蚛	虫中
蚞	虫木
蚟	虫王
蚠	分蟲
蚡	虫分
蚢	虫亢
蚥	虫父
蚦	蚺
蚨	虫夫
蚫	虫包
蚭	虫尼
蚮	虫代
蚰	虫由
蚲	虫平
蚳	虫氐
蚷	虫巨
蚸	虫斥
蚹	虫付
蚻	札蟲
蚼	虫句
蚽	虫丕
蚾	虫皮
蛁	虫召
蛂	拔
蛃	虫丙
蛄	瓜
蛅	虫占
蛈	虫失
蛌	虫瓜
蛍	螢
蛑	虫牟
蛒	虫各
蛓	之
蛕	虫有
蛗	𧌓
蛘	虫羊
蛚	虫列
蛜	虫伊
蛝	虫艮
蛡	虫羽
蛣	虫吉
蛥	虫多
蛦	虫夷
蛨	虫百
蛫	虫危
蛬	共蟲
蛷	虫求
蛿	虫含
蜅	虫甫
蜋	螂
蜍	蠩
蜎	絹
蜏	虫秀
蜑	蛋
蜔	虫甸
蜙	虫松
蜚	飛
蜛	虫居
蜝	蜞
蜟	虫育
蜣	虫羌
蜤	析蟲
蜧	淚
蜨	蝶
蜩	虫周
蜫	虫昆
蜬	虫函
蜭	焰
蜮	虫或
蜯	虫奉
蜰	肥蟲
蜱	螵
